Date,Open,High,Low,Close,Volume
2020-03-27,76.99,78.17,76.99,77.5,78513.0
2020-03-30,77.5,79.12,77.5,79.0,159143.0
2020-03-31,79.0,79.33,77.6,77.6,101570.0
2020-04-01,77.6,79.27,76.77,79.27,60267.0
2020-04-02,79.27,79.64,78.04,78.04,103597.0
2020-04-03,78.04,78.65,77.54,78.06,143944.0
2020-04-06,78.06,78.92,78.06,78.71,122317.0
2020-04-07,78.71,78.71,76.78,76.78,134296.0
2020-04-08,76.78,77.84,76.78,77.84,93274.0
2020-04-09,77.84,79.49,77.25,79.49,99282.0
2020-04-10,79.49,80.56,78.67,80.56,103636.0
2020-04-13,80.56,81.89,80.52,80.64,133157.0
2020-04-14,80.64,81.46,78.99,78.99,114643.0
2020-04-15,78.99,80.45,78.68,80.45,86062.0
2020-04-16,80.45,82.46,79.56,82.46,95022.0
2020-04-17,82.46,82.75,80.38,80.38,131904.0
2020-04-20,80.38,81.04,79.89,81.04,149294.0
2020-04-21,81.04,82.84,80.51,82.84,81473.0
2020-04-22,82.84,83.08,82.33,82.33,81015.0
2020-04-23,82.33,83.15,80.94,80.94,113763.0
2020-04-24,80.94,82.31,80.62,82.31,146774.0
2020-04-27,82.31,82.95,81.06,81.06,106053.0
2020-04-28,81.06,81.52,80.5,81.5,72076.0
2020-04-29,81.5,81.88,80.96,81.88,121376.0
2020-04-30,81.88,81.93,80.27,80.27,93239.0
2020-05-01,80.27,81.61,79.92,80.42,117067.0
2020-05-04,80.42,81.04,79.68,79.68,150700.0
2020-05-05,79.68,80.73,79.17,80.73,27225.0
2020-05-06,80.73,80.98,80.27,80.98,94160.0
2020-05-07,80.98,81.59,79.53,81.18,68688.0
2020-05-08,81.18,82.1,80.11,80.11,81115.0
2020-05-11,80.11,80.12,78.39,78.39,111392.0
2020-05-12,78.39,79.47,78.23,79.47,149535.0
2020-05-13,79.47,80.4,78.82,78.82,157386.0
2020-05-14,78.82,79.4,77.48,77.48,103583.0
2020-05-15,77.48,78.11,76.74,77.42,116863.0
2020-05-18,77.42,78.1,77.38,78.1,126406.0
2020-05-19,78.1,78.92,77.0,77.0,112945.0
2020-05-20,77.0,77.56,75.8,75.8,68322.0
2020-05-21,75.8,75.85,74.53,75.4,65251.0
2020-05-22,75.4,75.94,73.94,73.94,140181.0
2020-05-25,73.94,75.06,73.22,75.06,101009.0
2020-05-26,75.06,75.47,74.61,75.47,72673.0
2020-05-27,75.47,76.21,72.82,72.82,90677.0
2020-05-28,72.82,73.09,72.52,73.09,124617.0
2020-05-29,73.09,74.74,72.21,74.74,134310.0
2020-06-01,74.74,74.74,73.98,73.98,74141.0
2020-06-02,73.98,73.98,72.8,72.8,102212.0
2020-06-03,72.8,73.33,71.75,71.75,70188.0
2020-06-04,71.75,72.22,70.4,70.4,80749.0
2020-06-05,70.4,71.64,69.79,71.64,101767.0
2020-06-08,71.64,73.33,71.64,73.33,93583.0
2020-06-09,73.33,75.27,73.33,75.27,108128.0
2020-06-10,75.27,76.31,74.35,74.35,154487.0
2020-06-11,74.35,74.92,70.69,70.69,111598.0
2020-06-12,70.69,70.69,70.2,70.2,106504.0
2020-06-15,70.2,70.36,67.97,67.97,128836.0
2020-06-16,67.97,70.07,67.46,70.07,136866.0
2020-06-17,70.07,71.02,68.14,68.14,70116.0
2020-06-18,68.14,68.71,68.02,68.71,63205.0
2020-06-19,68.71,69.51,68.56,68.56,116858.0
2020-06-22,68.56,69.58,67.41,69.58,63759.0
2020-06-23,69.58,70.8,68.66,69.77,117819.0
2020-06-24,69.77,70.04,69.13,70.04,110765.0
2020-06-25,70.04,70.83,69.72,69.8,102730.0
2020-06-26,69.8,70.59,68.96,70.59,62423.0
2020-06-29,70.59,71.22,68.27,68.27,73569.0
2020-06-30,68.27,70.28,68.27,70.28,84211.0
2020-07-01,70.28,71.52,69.87,71.52,76114.0
2020-07-02,71.52,72.09,70.58,70.58,88607.0
2020-07-03,70.58,71.24,69.59,69.59,90191.0
2020-07-06,69.59,70.5,69.39,70.5,88893.0
2020-07-07,70.5,71.87,70.27,71.87,94513.0
2020-07-08,71.87,72.52,69.9,69.9,130956.0
2020-07-09,69.9,70.09,69.31,69.31,57674.0
2020-07-10,69.31,69.37,68.38,68.7,144346.0
2020-07-13,68.7,69.17,68.28,68.72,121299.0
2020-07-14,68.72,69.94,68.32,69.94,134966.0
2020-07-15,69.94,70.1,69.34,69.61,94836.0
2020-07-16,69.61,70.04,67.4,67.4,127392.0
2020-07-17,67.4,67.61,67.12,67.61,84588.0
2020-07-20,67.61,68.96,67.61,68.96,115490.0
2020-07-21,68.96,69.44,67.81,69.13,114811.0
2020-07-22,69.13,69.4,67.27,67.27,91721.0
2020-07-23,67.27,68.01,66.49,66.49,66131.0
2020-07-24,66.49,67.04,65.25,65.25,164477.0
2020-07-27,65.25,67.65,65.25,67.65,189946.0
2020-07-28,67.65,68.83,67.65,68.83,117773.0
2020-07-29,68.83,68.83,68.11,68.11,166723.0
2020-07-30,68.11,68.86,67.45,68.02,102058.0
2020-07-31,68.02,68.72,66.75,68.72,138425.0
2020-08-03,68.72,69.6,68.16,68.16,53200.0
2020-08-04,68.16,68.16,67.73,67.73,58006.0
2020-08-05,67.73,67.86,66.81,67.86,115923.0
2020-08-06,67.86,67.86,66.7,66.7,104528.0
2020-08-07,66.7,68.77,66.1,68.77,171096.0
2020-08-10,68.77,69.43,68.35,68.39,106742.0
2020-08-11,68.39,69.62,67.21,69.62,122205.0
2020-08-12,69.62,70.16,68.94,70.16,117036.0
2020-08-13,70.16,71.07,69.59,69.59,147548.0
2020-08-14,69.59,70.37,68.88,70.37,84409.0
2020-08-17,70.37,70.46,69.65,69.65,148133.0
2020-08-18,69.65,72.18,69.65,72.18,75972.0
2020-08-19,72.18,72.75,70.85,70.85,103898.0
2020-08-20,70.85,71.17,69.66,69.66,78710.0
2020-08-21,69.66,71.53,69.63,71.53,79840.0
2020-08-24,71.53,72.59,71.09,72.59,118384.0
2020-08-25,72.59,73.52,71.88,73.52,122349.0
2020-08-26,73.52,74.13,71.29,71.29,195212.0
2020-08-27,71.29,72.14,70.92,72.14,109352.0
2020-08-28,72.14,72.96,71.81,71.81,49756.0
2020-08-31,71.81,71.81,69.94,69.94,85064.0
2020-09-01,69.94,69.94,67.88,67.88,90661.0
2020-09-02,67.88,68.69,67.51,68.69,98994.0
2020-09-03,68.69,69.52,68.64,69.52,113710.0
2020-09-04,69.52,70.6,68.82,70.58,161901.0
2020-09-07,70.58,71.74,70.58,70.95,111085.0
2020-09-08,70.95,70.95,70.52,70.78,127477.0
2020-09-09,70.78,71.26,70.6,70.91,93854.0
2020-09-10,70.91,71.56,70.48,70.48,140489.0
2020-09-11,70.48,71.5,68.49,68.49,72654.0
2020-09-14,68.49,68.96,67.12,67.12,122312.0
2020-09-15,67.12,67.52,66.99,67.45,75169.0
2020-09-16,67.45,67.45,65.33,65.33,113039.0
2020-09-17,65.33,67.14,65.21,67.14,135430.0
2020-09-18,67.14,67.48,66.75,67.16,114188.0
2020-09-21,67.16,67.62,67.03,67.62,101393.0
2020-09-22,67.62,68.83,67.52,68.83,74226.0
2020-09-23,68.83,69.71,68.08,69.44,103004.0
2020-09-24,69.44,70.5,68.24,68.24,85385.0
2020-09-25,68.24,68.24,67.58,68.02,28708.0
2020-09-28,68.02,68.78,67.95,68.78,91952.0
2020-09-29,68.78,69.23,68.78,69.23,121882.0
2020-09-30,69.23,69.26,69.02,69.26,134657.0
2020-10-01,69.26,69.79,68.55,69.79,139443.0
2020-10-02,69.79,69.93,68.43,68.43,106854.0
2020-10-05,68.43,70.0,67.46,70.0,75044.0
2020-10-06,70.0,70.0,69.45,69.45,112122.0
2020-10-07,69.45,69.45,68.75,68.75,76178.0
2020-10-08,68.75,69.16,68.34,68.81,109774.0
2020-10-09,68.81,71.93,68.46,71.93,175759.0
2020-10-12,71.93,73.52,71.93,73.52,117191.0
2020-10-13,73.52,75.12,73.52,75.12,102534.0
2020-10-14,75.12,75.48,74.56,75.33,100098.0
2020-10-15,75.33,76.13,75.17,76.13,59362.0
2020-10-16,76.13,76.78,75.81,76.59,107749.0
2020-10-19,76.59,77.5,75.99,77.5,153559.0
2020-10-20,77.5,81.62,76.37,81.62,254805.0
2020-10-21,81.62,81.62,81.09,81.26,132641.0
2020-10-22,81.26,81.26,79.59,81.02,92033.0
2020-10-23,81.02,81.15,80.07,81.15,47001.0
2020-10-26,81.15,85.25,80.5,85.25,176112.0
2020-10-27,85.25,85.25,83.39,85.05,96331.0
2020-10-28,85.05,87.08,84.35,87.08,69511.0
2020-10-29,87.08,90.27,87.08,90.27,141281.0
2020-10-30,90.27,91.38,89.27,91.38,115485.0
2020-11-02,91.38,91.55,88.83,88.83,133789.0
2020-11-03,88.83,89.37,88.4,88.4,69307.0
2020-11-04,88.4,89.6,88.4,89.24,123211.0
2020-11-05,89.24,90.86,88.72,90.86,104368.0
2020-11-06,90.86,91.21,89.53,89.53,162402.0
2020-11-09,89.53,90.42,87.71,87.71,110255.0
2020-11-10,87.71,87.94,85.48,85.48,87300.0
2020-11-11,85.48,85.62,82.49,82.49,137353.0
2020-11-12,82.49,84.48,82.13,84.48,29349.0
2020-11-13,84.48,84.48,82.63,83.77,77630.0
2020-11-16,83.77,83.77,83.34,83.46,83758.0
2020-11-17,83.46,83.62,82.78,82.78,64117.0
2020-11-18,82.78,83.09,81.42,83.09,61811.0
2020-11-19,83.09,83.87,80.54,80.54,42116.0
2020-11-20,80.54,81.71,79.11,79.11,74928.0
2020-11-23,79.11,80.14,77.61,80.14,77783.0
2020-11-24,80.14,81.33,80.14,80.65,114446.0
2020-11-25,80.65,80.65,79.69,79.69,106851.0
2020-11-26,79.69,80.04,79.28,79.28,63979.0
2020-11-27,79.28,79.28,78.62,78.7,119081.0
2020-11-30,78.7,79.31,78.45,78.45,83754.0
2020-12-01,78.45,80.2,78.18,78.18,91981.0
2020-12-02,78.18,78.46,77.48,78.05,146352.0
2020-12-03,78.05,79.6,77.55,79.6,117180.0
2020-12-04,79.6,80.88,79.04,80.88,141162.0
2020-12-07,80.88,81.61,78.82,78.82,88578.0
2020-12-08,78.82,79.49,77.05,77.05,115374.0
2020-12-09,77.05,77.46,76.88,76.88,108162.0
2020-12-10,76.88,78.62,75.74,78.62,73145.0
2020-12-11,78.62,81.0,77.92,81.0,131155.0
2020-12-14,81.0,82.82,79.83,82.82,112558.0
2020-12-15,82.82,83.43,81.83,83.24,114649.0
2020-12-16,83.24,86.55,83.24,86.55,87974.0
2020-12-17,86.55,86.9,86.36,86.49,93942.0
2020-12-18,86.49,86.97,86.4,86.93,146688.0
2020-12-21,86.93,88.54,86.08,88.54,107662.0
2020-12-22,88.54,88.94,86.94,86.94,60915.0
2020-12-23,86.94,88.16,85.25,85.25,72113.0
2020-12-24,85.25,85.25,84.78,84.78,110407.0
2020-12-25,84.78,87.23,84.78,87.23,67707.0
2020-12-28,87.23,87.36,86.74,86.74,127113.0
2020-12-29,86.74,87.72,85.93,85.93,89139.0
2020-12-30,85.93,87.1,85.81,85.81,96719.0
2020-12-31,85.81,85.81,84.79,85.28,52909.0
2021-01-01,85.28,86.4,84.44,86.4,72499.0
2021-01-04,86.4,86.4,85.02,85.29,99963.0
2021-01-05,85.29,85.38,82.07,82.07,205441.0
2021-01-06,82.07,83.71,82.07,83.71,81790.0
2021-01-07,83.71,84.1,82.43,84.1,119874.0
2021-01-08,84.1,87.15,83.47,87.15,101829.0
2021-01-11,87.15,88.85,87.15,88.85,115240.0
2021-01-12,88.85,90.46,88.37,90.46,170802.0
2021-01-13,90.46,91.81,89.36,89.36,48985.0
2021-01-14,89.36,90.33,88.91,88.91,74827.0
2021-01-15,88.91,90.61,88.91,89.65,134571.0
2021-01-18,89.65,89.65,88.58,89.24,76612.0
2021-01-19,89.24,91.11,89.24,91.11,112452.0
2021-01-20,91.11,91.11,89.87,89.87,80530.0
2021-01-21,89.87,91.4,89.01,91.4,104668.0
2021-01-22,91.4,91.4,89.37,89.37,93035.0
2021-01-25,89.37,90.1,86.77,86.77,118887.0
2021-01-26,86.77,88.93,86.5,88.93,102466.0
2021-01-27,88.93,90.89,88.93,90.89,83004.0
2021-01-28,90.89,93.28,90.89,93.28,81883.0
2021-01-29,93.28,93.49,91.64,93.0,144319.0
2021-02-01,93.0,94.88,93.0,94.88,87885.0
2021-02-02,94.88,94.88,93.3,93.63,33103.0
2021-02-03,93.63,94.49,90.45,90.45,84150.0
2021-02-04,90.45,90.87,90.43,90.43,147910.0
2021-02-05,90.43,91.89,90.43,91.89,117575.0
2021-02-08,91.89,92.87,90.93,91.32,85473.0
2021-02-09,91.32,91.32,90.03,90.03,42798.0
2021-02-10,90.03,93.24,89.07,93.24,63770.0
2021-02-11,93.24,95.74,92.02,95.74,61796.0
2021-02-12,95.74,99.08,94.45,99.08,115087.0
2021-02-15,99.08,100.25,98.77,100.25,79089.0
2021-02-16,100.25,102.07,99.41,102.07,81679.0
2021-02-17,102.07,103.85,101.29,101.29,140519.0
2021-02-18,101.29,101.58,100.37,100.37,71703.0
2021-02-19,100.37,101.14,100.26,101.14,139309.0
2021-02-22,101.14,101.45,100.32,100.32,101061.0
2021-02-23,100.32,102.25,100.32,101.63,67059.0
2021-02-24,101.63,103.29,100.33,103.29,94539.0
2021-02-25,103.29,103.33,100.8,100.8,116138.0
2021-02-26,100.8,101.08,100.52,100.52,26648.0
2021-03-01,100.52,101.97,100.52,101.24,105000.0
2021-03-02,101.24,103.01,99.25,99.25,115658.0
2021-03-03,99.25,99.91,98.1,99.18,66024.0
2021-03-04,99.18,99.18,97.34,98.97,62474.0
2021-03-05,98.97,100.63,98.16,100.63,53623.0
2021-03-08,100.63,103.61,100.14,103.61,98783.0
2021-03-09,103.61,104.14,102.37,102.37,101195.0
2021-03-10,102.37,104.0,101.57,104.0,54632.0
2021-03-11,104.0,106.12,104.0,106.12,53211.0
2021-03-12,106.12,106.67,105.25,106.67,121184.0
2021-03-15,106.67,108.99,105.58,108.99,93672.0
2021-03-16,108.99,110.33,107.84,109.7,73186.0
2021-03-17,109.7,109.99,109.65,109.65,53489.0
2021-03-18,109.65,111.3,109.11,111.3,113549.0
2021-03-19,111.3,115.45,111.3,115.45,113751.0
2021-03-22,115.45,115.45,112.7,112.7,116442.0
2021-03-23,112.7,114.35,111.28,111.28,84828.0
2021-03-24,111.28,112.18,109.87,109.87,112033.0
2021-03-25,109.87,111.58,109.87,109.97,119540.0
2021-03-26,109.97,110.29,108.64,109.32,115389.0
2021-03-29,109.32,109.32,108.54,108.54,134260.0
2021-03-30,108.54,110.18,108.5,108.7,143321.0
2021-03-31,108.7,110.71,107.16,110.71,149934.0
2021-04-01,110.71,112.31,109.86,112.31,124414.0
2021-04-02,112.31,114.4,112.31,114.4,143740.0
2021-04-05,114.4,114.85,113.16,113.16,92659.0
2021-04-06,113.16,117.23,113.12,117.23,89314.0
2021-04-07,117.23,118.73,117.23,118.73,94317.0
2021-04-08,118.73,119.9,117.61,119.9,57911.0
2021-04-09,119.9,120.85,117.92,117.92,114656.0
2021-04-12,117.92,119.79,117.92,118.3,73710.0
2021-04-13,118.3,118.46,115.88,115.88,92008.0
2021-04-14,115.88,115.89,112.13,112.13,113438.0
2021-04-15,112.13,112.84,111.14,111.14,84240.0
2021-04-16,111.14,114.94,109.57,114.94,85513.0
2021-04-19,114.94,119.19,114.6,119.19,244234.0
2021-04-20,119.19,119.19,116.53,116.53,79183.0
2021-04-21,116.53,117.48,115.76,117.16,111953.0
2021-04-22,117.16,117.91,116.67,117.91,115031.0
2021-04-23,117.91,118.73,114.91,114.91,157907.0
2021-04-26,114.91,115.67,113.42,113.42,106752.0
2021-04-27,113.42,114.46,112.31,112.31,149767.0
2021-04-28,112.31,112.31,107.46,107.46,180688.0
2021-04-29,107.46,110.02,107.35,110.02,55256.0
2021-04-30,110.02,110.43,109.45,109.45,152410.0
2021-05-03,109.45,109.69,107.8,107.8,48297.0
2021-05-04,107.8,107.8,106.56,106.56,73119.0
2021-05-05,106.56,106.84,102.32,102.32,210721.0
2021-05-06,102.32,103.12,100.38,100.38,104246.0
2021-05-07,100.38,100.44,99.26,100.41,85724.0
2021-05-10,100.41,101.02,99.81,101.02,80499.0
2021-05-11,101.02,102.33,100.56,102.33,143517.0
2021-05-12,102.33,103.84,100.74,102.67,27244.0
2021-05-13,102.67,103.27,101.68,101.68,114613.0
2021-05-14,101.68,101.68,98.44,98.44,135391.0
2021-05-17,98.44,103.62,98.12,103.62,184683.0
2021-05-18,103.62,103.93,101.34,101.76,90323.0
2021-05-19,101.76,103.14,101.45,101.45,128968.0
2021-05-20,101.45,101.74,100.52,101.74,58943.0
2021-05-21,101.74,102.3,101.74,101.98,128792.0
2021-05-24,101.98,102.69,100.66,100.81,87229.0
2021-05-25,100.81,101.19,100.76,101.18,84575.0
2021-05-26,101.18,101.18,98.75,98.75,58063.0
2021-05-27,98.75,99.59,98.51,98.51,116180.0
2021-05-28,98.51,98.64,98.05,98.64,105734.0
2021-05-31,98.64,100.38,97.43,97.43,141293.0
2021-06-01,97.43,97.43,93.67,93.67,184019.0
2021-06-02,93.67,93.67,92.73,92.73,80842.0
2021-06-03,92.73,92.73,91.8,91.87,78829.0
2021-06-04,91.87,93.24,91.52,93.24,84987.0
2021-06-07,93.24,93.24,92.39,92.39,118947.0
2021-06-08,92.39,92.39,91.29,91.29,126172.0
2021-06-09,91.29,93.48,90.54,93.48,144457.0
2021-06-10,93.48,94.56,92.83,93.27,17727.0
2021-06-11,93.27,94.04,92.92,93.58,102740.0
2021-06-14,93.58,94.61,93.11,94.61,111428.0
2021-06-15,94.61,94.87,93.49,94.78,137327.0
2021-06-16,94.78,97.28,94.78,97.28,108086.0
2021-06-17,97.28,98.07,95.45,95.89,73315.0
2021-06-18,95.89,95.89,94.69,94.69,77899.0
2021-06-21,94.69,96.59,94.69,96.59,61260.0
2021-06-22,96.59,99.58,96.37,99.58,83613.0
2021-06-23,99.58,100.16,98.94,100.16,117154.0
2021-06-24,100.16,102.13,98.68,102.13,124116.0
2021-06-25,102.13,104.77,100.95,104.77,144532.0
2021-06-28,104.77,106.46,102.3,102.3,90156.0
2021-06-29,102.3,103.37,102.3,103.15,134684.0
2021-06-30,103.15,105.44,102.66,105.44,120971.0
2021-07-01,105.44,105.99,105.44,105.99,138411.0
2021-07-02,105.99,109.6,105.99,109.6,121216.0
2021-07-05,109.6,111.16,108.93,111.16,124087.0
2021-07-06,111.16,114.35,109.49,114.35,128858.0
2021-07-07,114.35,115.0,113.4,115.0,64344.0
2021-07-08,115.0,115.89,113.97,115.89,26232.0
2021-07-09,115.89,117.65,115.89,117.65,95015.0
2021-07-12,117.65,117.65,115.8,115.8,151890.0
2021-07-13,115.8,116.37,115.07,115.07,100447.0
2021-07-14,115.07,117.18,114.8,117.18,88838.0
2021-07-15,117.18,117.18,113.46,113.46,86873.0
2021-07-16,113.46,115.59,113.45,115.59,93156.0
2021-07-19,115.59,116.82,113.86,113.86,78172.0
2021-07-20,113.86,117.13,113.86,117.13,108391.0
2021-07-21,117.13,119.44,116.62,119.44,51023.0
2021-07-22,119.44,120.52,117.73,117.73,86151.0
2021-07-23,117.73,118.37,116.87,118.37,95973.0
2021-07-26,118.37,118.76,117.46,118.76,59720.0
2021-07-27,118.76,119.46,113.08,113.08,186660.0
2021-07-28,113.08,113.08,112.2,112.2,147515.0
2021-07-29,112.2,112.61,111.24,111.24,131285.0
2021-07-30,111.24,113.12,111.24,113.12,55533.0
2021-08-02,113.12,113.36,110.18,110.18,105160.0
2021-08-03,110.18,111.86,109.67,111.86,92231.0
2021-08-04,111.86,112.0,111.07,111.07,135107.0
2021-08-05,111.07,112.61,111.07,112.61,90484.0
2021-08-06,112.61,112.85,112.25,112.74,97492.0
2021-08-09,112.74,113.4,112.53,113.4,99936.0
2021-08-10,113.4,114.46,113.31,114.46,101826.0
2021-08-11,114.46,114.91,110.54,110.54,66933.0
2021-08-12,110.54,112.75,110.06,112.75,64455.0
2021-08-13,112.75,113.22,108.82,108.82,125728.0
2021-08-16,108.82,109.74,107.04,107.04,64177.0
2021-08-17,107.04,107.23,105.03,105.03,115433.0
2021-08-18,105.03,105.34,102.78,102.78,172325.0
2021-08-19,102.78,104.63,101.99,104.63,127791.0
2021-08-20,104.63,105.99,104.63,105.04,52000.0
2021-08-23,105.04,105.42,102.97,102.97,62201.0
2021-08-24,102.97,104.0,102.97,103.94,96544.0
2021-08-25,103.94,103.94,102.39,102.74,125437.0
2021-08-26,102.74,102.94,102.46,102.94,31963.0
2021-08-27,102.94,104.13,101.94,104.12,125358.0
2021-08-30,104.12,105.07,103.01,103.01,104060.0
2021-08-31,103.01,103.56,103.01,103.54,71226.0
2021-09-01,103.54,103.91,102.73,103.91,98397.0
2021-09-02,103.91,104.53,103.0,103.0,79347.0
2021-09-03,103.0,103.33,102.02,103.33,96685.0
2021-09-06,103.33,104.85,103.1,104.85,110441.0
2021-09-07,104.85,106.31,103.41,106.31,164035.0
2021-09-08,106.31,107.39,104.98,107.39,129692.0
2021-09-09,107.39,107.39,106.48,106.97,78438.0
2021-09-10,106.97,108.37,105.77,107.44,117433.0
2021-09-13,107.44,107.49,106.75,107.14,165158.0
2021-09-14,107.14,109.85,107.14,109.85,62190.0
2021-09-15,109.85,113.38,109.49,113.38,92372.0
2021-09-16,113.38,114.02,112.33,114.02,138245.0
2021-09-17,114.02,114.83,113.74,114.0,130319.0
2021-09-20,114.0,116.76,112.95,116.76,102161.0
2021-09-21,116.76,118.15,114.36,114.36,116847.0
2021-09-22,114.36,115.79,110.44,110.44,101390.0
2021-09-23,110.44,111.81,106.83,106.83,58673.0
2021-09-24,106.83,110.5,106.83,110.5,111883.0
2021-09-27,110.5,111.16,108.88,108.88,82670.0
2021-09-28,108.88,109.07,108.73,109.07,39247.0
2021-09-29,109.07,110.91,108.9,110.91,29819.0
2021-09-30,110.91,110.91,109.44,109.44,57151.0
2021-10-01,109.44,110.57,109.16,110.57,68844.0
2021-10-04,110.57,111.19,110.57,110.73,101463.0
2021-10-05,110.73,111.6,110.73,111.6,80193.0
2021-10-06,111.6,113.05,111.6,113.05,109759.0
2021-10-07,113.05,115.94,109.96,115.94,70637.0
2021-10-08,115.94,116.52,114.08,114.08,137108.0
2021-10-11,114.08,115.97,108.53,108.53,144267.0
2021-10-12,108.53,110.51,108.27,110.51,109302.0
2021-10-13,110.51,111.2,110.34,110.86,123288.0
2021-10-14,110.86,111.56,110.86,111.47,88106.0
2021-10-15,111.47,111.47,110.23,110.39,49211.0
2021-10-18,110.39,112.43,110.39,112.43,112042.0
2021-10-19,112.43,112.87,112.2,112.87,137745.0
2021-10-20,112.87,114.32,112.87,112.91,113255.0
2021-10-21,112.91,115.54,112.1,115.54,38875.0
2021-10-22,115.54,117.55,114.61,114.61,120002.0
2021-10-25,114.61,114.97,112.96,112.96,130110.0
2021-10-26,112.96,113.14,112.19,113.14,104340.0
2021-10-27,113.14,114.14,112.7,113.97,71097.0
2021-10-28,113.97,114.87,113.01,113.01,68856.0
2021-10-29,113.01,114.16,113.01,113.56,108328.0
2021-11-01,113.56,113.74,112.94,113.43,86530.0
2021-11-02,113.43,114.33,111.43,111.99,87687.0
2021-11-03,111.99,112.46,109.95,109.95,103845.0
2021-11-04,109.95,111.19,109.95,111.06,135065.0
2021-11-05,111.06,111.69,108.7,108.7,125469.0
2021-11-08,108.7,109.39,106.29,106.29,97875.0
2021-11-09,106.29,107.61,105.14,107.61,97643.0
2021-11-10,107.61,108.46,106.47,108.4,123146.0
2021-11-11,108.4,108.62,107.91,108.62,44947.0
2021-11-12,108.62,111.14,108.51,111.14,96971.0
2021-11-15,111.14,111.51,110.2,111.01,118324.0
2021-11-16,111.01,111.73,109.52,111.73,127195.0
2021-11-17,111.73,111.73,111.26,111.26,75582.0
2021-11-18,111.26,117.27,110.81,117.27,67888.0
2021-11-19,117.27,117.69,113.55,113.55,83320.0
2021-11-22,113.55,114.48,113.55,114.04,77706.0
2021-11-23,114.04,114.04,113.17,113.8,122891.0
2021-11-24,113.8,114.51,111.56,111.56,140729.0
2021-11-25,111.56,111.58,111.25,111.25,43541.0
2021-11-26,111.25,112.1,111.25,112.1,75980.0
